Artist,Popularity,Count,Genre
Lady Gaga,58.27586207,87,pop
Ladysmith Black Mambazo,36.83333333,12,pop
Ladytron,45,2,pop
Laetitia Sadier,60,2,pop
Lagwagon,44.4,10,pop
Laid Back,41.5,4,pop
Laidback Luke,15.66666667,3,pop
Lainey Wilson,72,2,pop
Lake Street Dive,60.5,8,pop
Lalo Ebratt,0,1,pop
Lam Truong,41,2,pop
Lamp,48,2,pop
Lana Del Rey,60.9122807,114,pop
Landon Austin,59,2,pop
Landon Cube,72,4,pop
Landon Pigg,55,2,pop
Lane 8,9.733333333,15,pop
Lange Jojo,4,4,pop
Langhorne Slim,58.5,2,pop
Lanna Commins,1.75,8,pop
Lanning,0,1,pop
Lara Fabian,53,6,pop
Lara Liang,57,2,pop
Laraaji,30.75,8,pop
Las Chicas Del Can,39,4,pop
Lasse Stefanz,37,2,pop
Lata Mangeshkar,4.70790378,873,pop
Latimore,28,8,pop
Lau,0.1428571429,14,pop
Laura Branigan,42,24,pop
Laura Brehm,65,2,pop
Laura Jansen,1.5,2,pop
Laura Les,67.66666667,3,pop
Laura Marling,45,2,pop
Laura Nyro,24.33333333,30,pop
Laura Pausini,61.16666667,12,pop
Laura V,8,1,pop
Laureano Brizuela,60,2,pop
Laurell,3.333333333,6,pop
Lauren Alaina,66.44444444,9,pop
Lauren Aquilina,63,2,pop
Lauren Bennett,27,3,pop
Lauren Jauregui,0,1,pop
Laurent Voulzy,45,2,pop
Laurie Anderson,34.66666667,12,pop
Lauv,62.65,20,pop
Layla Mourad,5.608695652,46,pop
Layton Greene,64.66666667,3,pop
Le Youth,21,2,pop
LeAnn Rimes,49.93333333,30,pop
LeBlanc,0,2,pop
LeToya,50,2,pop
Ledisi,40,9,pop
Lee Hazlewood,27.77941176,68,pop
Lee Jones,5,2,pop
Lee Kernaghan,55,2,pop
Lee Moon Sae,30,4,pop
Lee Sun Hee,34,2,pop
Leehom Wang,37,2,pop
Leftwing : Kody,0,2,pop
Leif Garrett,21,4,pop
Leigh Nash,51,2,pop
Leighton Meester,59.5,4,pop
Leila Forouhar,36,2,pop
Leila K,0,2,pop
Lele Pons,89,1,pop
Lenachka,0,2,pop
Lennon Stella,74.2,5,pop
Lennox,34.83333333,6,pop
Lenny Kravitz,48.14814815,54,pop
Leo Dan,34,52,pop
Leo Marini,20.84615385,13,pop
Leo Sayer,42.66666667,18,pop
Leon Lai,40,4,pop
Leona Lewis,69,10,pop
Leonardo Favio,43.23076923,26,pop
Leroy Anderson,33.93333333,15,pop
Leroy Van Dyke,45,4,pop
Les & Larry Elgart,21.5,4,pop
Les Elgart,17,2,pop
Les Paul,12.112,125,pop
Les Rita Mitsouko,49.25,8,pop
Lesley Gore,27.75,80,pop
Leslie Cheung,45.8,10,pop
Less Than Jake,46.625,16,pop
Let's Active,30,2,pop
Letters To Cleo,47.25,8,pop
Level 42,47.4,20,pop
Lewis Baloue,34,2,pop
Lewis Capaldi,43.35294118,34,pop
Lexie Liu,79,1,pop
Lhasa De Sela,49,4,pop
LiSA,73.5,4,pop
Lia Marie Johnson,59,2,pop
Liam Payne,65.66666667,6,pop
house,54.95238095,21,pop
house,46.25,8,pop
Lights,73,2,pop
Lijadu Sisters,31.85714286,14,pop
Lika Morgan,8,2,pop
Like Lovers,29,2,pop
Lil Dicky,63.57142857,7,pop
Lil Jon,57.64285714,28,pop
Lil Jon & The East Side Boyz,48.20833333,24,pop
Lil Mama,63,2,pop
Lil Nas X,80,9,pop
Lil Ru,46,2,pop
rap,50.90909091,11,pop
Lil Skies,69.86666667,15,pop
Lil Wayne,55.71311475,244,pop
Lil Wil,56,2,pop
Lil Wyte,53.8,5,pop
Lil Xxel,71,2,pop
Lil' Flip,41.92307692,13,pop
Lil' Kim,47.36170213,47,pop
Lili & Susie,29,4,pop
Lilia Silvi,3,2,pop
Lilly Wood and The Prick,36,2,pop
Lily,0,1,pop
Lily Allen,56.85714286,14,pop
Limahl,56,4,pop
Limbo,69,2,pop
Lina Termini,18,4,pop
Lincoln,68,2,pop
Linda McCartney,41.2173913,46,pop
Linda Perhacs,29.22222222,18,pop
Lindisfarne,5.66,100,pop
Lindsay Ell,69,2,pop
Lindsay Lohan,53.5,4,pop
Lindsey Stirling,55.72727273,11,pop
Linney,29.84210526,19,pop
Lio,35.5,4,pop
Lion,35.75,8,pop
Liquido,67,2,pop
"Lisa ""Left Eye"" Lopes",54.14285714,7,pop
Lisa Ekdahl,49,2,pop
Lisa Gerrard,56.33333333,3,pop
Lisa Loeb,46,8,pop
Lisa Loeb & Nine Stories,45,2,pop
Lisa Stansfield,45.41666667,12,pop
Lisandro Meza,44.25,24,pop
Lissie,11,2,pop
Lit,55.25,8,pop
Litany,62,2,pop
Little Anthony & The Imperials,26.21428571,28,pop
Little Dragon,57.14285714,14,pop
Little Eva,27,14,pop
Little Mix,56.03030303,33,pop
Little Peggy March,50,2,pop
Little Richard,25.78846154,104,pop
Litzy,52,2,pop
Liva Weel,0.1666666667,36,pop
Live,45.47368421,38,pop
Living In A Box,50,2,pop
Liz,42,2,pop
Liz Phair,38.1,20,pop
Liza Anne,66,2,pop
Lizzo,71.38461538,13,pop
Lloyd,57.23076923,13,pop
Lloyd Banks,54.52631579,19,pop
Lloyd Cole,1,1,pop
Lloyd Cole and the Commotions,33.16666667,12,pop
Lloyd Price,30.7,20,pop
Local Natives,59,8,pop
Loco,65,2,pop
Loft,0,2,pop
Logg,31,2,pop
Logic,60.78,50,pop
Lola Blanc,1,1,pop
Lolita Garrido,0,4,pop
London Grammar,57,2,pop
pop,27,1,pop
Londonbeat,9.5,8,pop
Lonely,0,2,pop
Lonely God,71,2,pop
Lontalius,66,2,pop
Looking Glass,33.41666667,24,pop
Loon,58.4,5,pop
Lord Huron,62.36363636,11,pop
Lorde,61.80597015,67,pop
Lore,0,2,pop
Loredana Bertè,48.5,4,pop
Lori McKenna,56,2,pop
Los Amigos Invisibles,55,4,pop
Los Angeles Negros,41.61111111,36,pop
Los Blue Caps,37,2,pop
Los Brios,44,2,pop
Los Campesinos!,14,4,pop
Los Cinco Latinos,37.5,4,pop
Los Corraleros De Majagual,24.875,8,pop
Los Diablitos,55.21052632,19,pop
Los Enanitos Verdes,54.12,50,pop
Los Galos,35,6,pop
Los Hermanos Arriagada,13.90909091,22,pop
Los Hermanos Rosario,44.71428571,14,pop
Los Hispanos,22,1,pop
Los Iracundos,38.21428571,28,pop
Los Melódicos,20.75,8,pop
Los Pamperos,23,2,pop
Los Payos,39,2,pop
Los Rodriguez,49.66666667,6,pop
Los Secretos,59,2,pop
Los Terricolas,40.04,50,pop
Los Troveros Criollo,0.875,16,pop
Los Visconti,40,2,pop
Los Yumbos,0,2,pop
Los inquietos del vallenato,44,10,pop
Lost Boyz,43.45454545,11,pop
Lost Frequencies,6,1,pop
Lost Kings,64,2,pop
Lotta & Anders Engbergs Orkester,30.5,4,pop
Lou Bega,75,2,pop
Lou Christie,24.75,8,pop
Loud Luxury,44.75,4,pop
Louis The Child,62.6,5,pop
Louis Tomlinson,71,1,pop
Love Affair,46.5,4,pop
Love and Rockets,35.33333333,12,pop
Love and Theft,59,2,pop
Loverboy,35.52173913,46,pop
Lovesliescrushing,40,2,pop
Loving Caliber,62,2,pop
Low,51,6,pop
Lowell Lo,43,3,pop
Luca Debonaire,0,2,pop
Lucas & Steve,9,1,pop
Lucas Grabeel,57.75,4,pop
Lucho Oliva,0.8823529412,34,pop
Lucian,58,2,pop
Luciana,13.4,5,pop
Luciano Pavarotti,35.91489362,47,pop
Luciano Tajoli,0.1176470588,34,pop
Lucio Dalla,52.6,10,pop
Lucky Ali,64,2,pop
Lucky Luck,13,2,pop
Lucy Pearl,53.6,5,pop
Lucy Schwartz,49,2,pop
Ludacris,53.29347826,92,pop
Ludo,53,2,pop
Ludovico Einaudi,43.08695652,23,pop
Luh Kel,69.25,8,pop
Luis Eduardo Aute,52,4,pop
Luis Enrique,47,16,pop
Luis Fonsi,62.42857143,7,pop
Luis Mateus,51,1,pop
Luis Miguel,52.23584906,212,pop
Luis Miguel Del Amargue,57,2,pop
Luis Vargas,44.27272727,11,pop
Lukas,23,6,pop
Lukas Graham,72.55555556,9,pop
Luke Benward,51,2,pop
Lulu Santos,57,4,pop
Lumidee,54,4,pop
Luna,38,4,pop
Lunay,77.33333333,3,pop
Lund,69,4,pop
Lupe Fiasco,60.84615385,13,pop
Lupita D'Alessio,56,2,pop
Luscious Jackson,51,2,pop
Luz Casal,55.5,8,pop
Lyfe Jennings,56,2,pop
Lykke Li,62.76923077,13,pop
Lynn Anderson,40,8,pop
Lyres,37,2,pop
Lyrica Anderson,7,1,pop
Lyube,44,2,pop
Lô Borges,38.625,16,pop
M Auttapon,2.333333333,6,pop
M-Soul,0,1,pop
M. Maggie,58,1,pop
M. Ward,52.5,4,pop
M.I.A.,72,9,pop
M.O.T.O.,3,2,pop
M/A/R/R/S,40.5,4,pop
M2M,62,4,pop
M83,58.83333333,12,pop
MAJ,72,2,pop
MAKO,44,1,pop
MAMAMOO,75,2,pop
MARINA,56.6,20,pop
MASN,76,2,pop
MAX,65.42857143,7,pop
MC Lyte,40.78571429,14,pop
MED,63,3,pop
MEDUZA,34.72727273,11,pop
MEL STREET,30,4,pop
MIIA,63,2,pop
MINMI,49,4,pop
MINO,70,1,pop
MISSIO,67,4,pop
MK,42.66666667,6,pop
MKTO,64.42857143,14,pop
MNDR,54,2,pop
MNEK,82.5,4,pop
MXM,24.33333333,3,pop
MYST,5,2,pop
MaRLo,11.26530612,49,pop
Mab,0,1,pop
Mabel,48,4,pop
Mabuhay Singers,21.75,16,pop
Mac & Mac,0,2,pop
Mac Davis,31.6,20,pop
Macc,0,2,pop
Mach & Daddy,67,2,pop
Machine,33,2,pop
Machine Gun Kelly,69.42222222,45,pop
Macklemore,69.7,10,pop
Macklemore & Ryan Lewis,67,7,pop
Macy Gray,59,4,pop
Madcon,58.5,4,pop
Made in M,64,1,pop
MadeinTYO,61.85714286,7,pop
Madeleine Peyroux,51.8,10,pop
Madeon,66,2,pop
Madilyn Bailey,63,2,pop
Madison Beer,73.35294118,17,pop
Madison Mars,0.3333333333,3,pop
Madness,33.5,28,pop
Madonna,47.04455446,202,pop
Maffia,0,1,pop
Maffio,0,2,pop
Magazine,19.4,10,pop
Maggie Lindemann,70,5,pop
Maggie Rogers,69.66666667,6,pop
Magnet,46,2,pop
Magneto,65,4,pop
Magnus,6.333333333,3,pop
Mahasti,33,2,pop
Mahendra Kapoor,11,22,pop
Maino,60,1,pop
Maite Perroni,64.83333333,12,pop
Majid Jordan,62,6,pop
Majk Spirit,12,2,pop
Major Lazer,66.16666667,6,pop
Mako,75,1,pop
Makoto Matsushita,35.42857143,14,pop
Malathi,0,7,pop
Malaysia Vasudevan,24,2,pop
Malcolm McLaren,40.5,8,pop
Maldita Vecindad Y Los Hijos Del 5to. Patio,53.28571429,14,pop
Maleek Berry,66,2,pop
Malkit Singh,0,2,pop
Manal,43.5,4,pop
Mandisa,49.22222222,9,pop
Mandy Moore,53.33333333,27,pop
Manic Street Preachers,44,6,pop
Maninder Manga,0,2,pop
Mannie Fresh,49.70588235,17,pop
Manoella Torres,38,2,pop
Manolo Otero,41,2,pop
Manolo Tena,53,1,pop
Manos Hadjidakis,33,4,pop
Mansionair,62,2,pop
Mantar,2,2,pop
Manu Dibango,35,2,pop
Manuel & The Music Of The Mountains,39,6,pop
Manuel Turizo,23.7,10,pop
Manzanita,53.5,4,pop
Maná,54.88235294,102,pop
Maoli,47,2,pop
MarMar Oso,79,2,pop
Maracaibo 15,45.375,16,pop
Marc Almond,48.33333333,3,pop
Marc Anthony,53.90566038,106,pop
Marc Broussard,53,2,pop
Marc Cohn,45,10,pop
Marc E. Bassy,66,9,pop
Marc Lavoine,53.5,4,pop
Marc S,0,1,pop
Marcel Khalifa,37,2,pop
Marco Antonio Solís,53.81538462,65,pop
Marcy Playground,44.11111111,18,pop
Mareko,15,1,pop
Maren Morris,67.18181818,22,pop
Margo Guryan,29.33333333,12,pop
Margot & The Nuclear So And So's,54,2,pop
Mari Merche Y Su Orquesta,0,8,pop
Mari Trini,44.66666667,6,pop
Maria Conchita Alonso,45,8,pop
Maria Mena,57,2,pop
Mariah,32.2,10,pop
Mariah Carey,45.06222222,225,pop
Mariah McManus,0,2,pop
Marian Hill,61,2,pop
Marianas Trench,55,2,pop
Marianne Faithfull,33.66666667,18,pop
Marie Osmond,44,6,pop
Marine Girls,30,4,pop
Marinella,33.33333333,6,pop
Mario Lanza,3.402061856,97,pop
Marisela,46.52777778,72,pop
Mariya Takeuchi,63,2,pop
Mark,17,2,pop
Mark Knight,5,1,pop
Mark Lindsay,31,12,pop
Mark Ronson,63.2,10,pop
Marmalade,35,4,pop
Maroon 5,53.90756303,119,pop
Marques Houston,50.66666667,6,pop
Marsh,17.42857143,7,pop
Marsha Ambrosius,47,2,pop
Marshall Crenshaw,42,2,pop
Marshmello,68.64516129,31,pop
Mart,1,1,pop
Marta Sánchez,62.66666667,6,pop
Martha Reeves & The Vandellas,30.48148148,54,pop
Martin Garrix,72.42857143,7,pop
Martin Gore,29.5,4,pop
Martin Jensen,62.33333333,3,pop
Martin Ljung,9,4,pop
Martin Solveig,20,6,pop
Marty Gold,9,2,pop
Marty Wilde,0,2,pop
Marvelous 3,44,2,pop
Mary Hopkin,36.8,10,pop
Mary J. Blige,47.5,114,pop
Mary Lambert,67,2,pop
Mary Mary,48.2,10,pop
Mary Wells,23.43181818,88,pop
María José,63,2,pop
María Teresa Chacín,30,2,pop
Masaki Matsubara,31.5,4,pop
Massiel,43.5,8,pop
Massimo Ranieri,31.33333333,6,pop
Master P,40.22222222,27,pop
Mat Kearney,51.33333333,6,pop
Matchbook Romance,58,2,pop
Matchbox Twenty,48.34375,64,pop
Material Issue,36,2,pop
Matia Bazar,46.66666667,6,pop
Matisse,0,2,pop
Matoma,72,3,pop
Matt Bianco,47,2,pop
Matt Maltese,78,2,pop
Matt Monro,26.63333333,60,pop
Matt Nathanson,56,6,pop
Matt Stell,67,4,pop
Matt and Kim,60.5,4,pop
Matthew Koma,61.5,4,pop
Matthew Sweet,39.4,10,pop
Matthew Wilder,48,12,pop
Matti Caspi,38,4,pop
Maty Noyes,64,2,pop
Mau y Ricky,1,8,pop
Maura Mauri,9,2,pop
Maurane,54,2,pop
Mavado,52,1,pop
Mavis Hee,50,2,pop
Max Frost,59,2,pop
Maxime Le Forestier,49,4,pop
Maxine Brown,26,2,pop
Maxwell,43.73076923,52,pop
Maxx,53.5,4,pop
Mayday,58,1,pop
Mayday Parade,53.48,25,pop
Mayer Hawthorne,54.5,4,pop
Mazz,38.13333333,30,pop
Mazzy Star,43.4137931,58,pop
Me,34,2,pop
Me',19,2,pop
Mecano,43.53125,64,pop
Medicine Head,33,2,pop
Meek Mill,63.09677419,31,pop
Meg & Dia,57,2,pop
Megan Thee Stallion,72.63414634,41,pop
Meghan Trainor,69.74074074,27,pop
Mehdi Hassan,24,2,pop
Mel McDaniel,34.73333333,30,pop
Mel Tormé,17.16949153,118,pop
Mel-Man,46,1,pop
Melanie,41.5,8,pop
Melanie C,59,6,pop
Melanie Fiona,51.5,4,pop
Melanie Martinez,66.82608696,46,pop
Melba Montgomery,19,4,pop
Melissa Etheridge,42.08333333,24,pop
Melissa Manchester,43.8,10,pop
Mellowhead,32,2,pop
Memphis Bleek,40.94117647,17,pop
Men At Work,41.9375,64,pop
Men I Trust,67,4,pop
Men Without Hats,48.5,8,pop
Menudo,51.75,8,pop
Mercury Rev,36.5,4,pop
Meredith Brooks,57.5,4,pop
Merrilee Rush & The Turnabouts,13,2,pop
Messiah,66,1,pop
Metric,55.2,10,pop
Metro Boomin,71.35483871,31,pop
Metro Station,58.5,4,pop
Metronomy,67,4,pop
MiMS,53.5,4,pop
Mia Braia,0,6,pop
Mia Martini,49,6,pop
Mia X,39.44444444,9,pop
Miami Sound Machine,44.5,32,pop
Michael,0,2,pop
Michael Ball,31.5,2,pop
Michael Bublé,62.12676056,142,pop
Michael Crawford,37.72727273,22,pop
Michael Jackson,47.85337243,341,pop
Michael Kwan,35.66666667,3,pop
Michael Learns To Rock,56.83333333,12,pop
Michael Nesmith,37,2,pop
Michael Nyman,49.8,10,pop
Michael Ray,59,4,pop
Michael Schulte,69,2,pop
Michael Wong,58,2,pop
Michel 'Le,35,2,pop
Michel Berger,54,4,pop
Michel Polnareff,42.2,10,pop
Michele C.,18,2,pop
Michelle Branch,56.83333333,12,pop
Mickey Gilley,27.875,32,pop
Midge,0,3,pop
Midge Ure,51,4,pop
Migos,61.325,40,pop
Miguel,61.35555556,45,pop
Miguel Bosé,51.92857143,28,pop
Miguel Gallardo,46.6,10,pop
Miguel Ríos,61,3,pop
Miike Snow,55.5,8,pop
Mijares,55.6,15,pop
Mike & The Mechanics,35.9,20,pop
Mike D,33.33333333,3,pop
Mike Jones,56.30769231,13,pop
Mike Perry,73,1,pop
Mike Posner,44.3125,16,pop
Mike S,0,2,pop
Mike WiLL Made-It,67.88888889,9,pop
Mikel Erentxun,57,4,pop
Miki Gavrielov,43,2,pop
Miki Matsubara,42.9,20,pop
Mikis Theodorakis,23.66666667,3,pop
Mikky Ekko,62.33333333,6,pop
Mila J,31.28571429,7,pop
Miles Kane,49,2,pop
Miley Cyrus,64.73417722,79,pop
Milionário & José Rico,60,2,pop
Milky,0,4,pop
Milky Chance,63.33333333,6,pop
Millencolin,51.33333333,6,pop
Milly Quezada,37.66666667,3,pop
Milo Greene,58,2,pop
Milton Nascimento,42.38461538,26,pop
Min,1,2,pop
Mina,5.826589595,173,pop
Minako,1,2,pop
Minako Yoshida,33.75,8,pop
Mindless Behavior,48,2,pop
Mindy Gledhill,56.5,4,pop
Miniature Tigers,55.5,4,pop
Mint Condition,42.71428571,14,pop
Miracle Legion,38,2,pop
Miracle Musical,60.25,8,pop
Miranda Cosgrove,53.33333333,3,pop
Miri Ben-Ari,14.2,10,pop
Miriam Makeba,17.6,40,pop
Miriam Stockley,48,2,pop
Miriam Yeung,55,2,pop
Misato Watanabe,12.8,5,pop
Missing Person,0.5,4,pop
Missing Persons,30.09090909,22,pop
Mission Of Burma,32.5,12,pop
Missy Elliott,51.96226415,53,pop
MisterWives,64.33333333,6,pop
Mitski,60.53333333,30,pop
Mocedades,43.8,20,pop
Moderat,63,2,pop
Moderatto,66.5,4,pop
Modern Baseball,55.25,8,pop
Modern English,30.375,16,pop
Modern Talking,46.24,50,pop
Modest Mouse,42.53061224,98,pop
Mohamed Roshdy,28,2,pop
Mohammed Abdel Wahab,1.575,80,pop
Mohammed Rafi,6.816112084,571,pop
Mohan,0,4,pop
Mohit Chauhan,66,2,pop
Mojave 3,41,4,pop
Molok,0,2,pop
Momo,25,2,pop
Mon Laferte,73,2,pop
Mondo Rock,55,2,pop
Monica,51.4,35,pop
Monica Naranjo,51.22222222,18,pop
Monica Zetterlund,30.94736842,19,pop
Monifah,41,6,pop
Monkee,0,2,pop
Montel,0,2,pop
Montell Fish,15,2,pop
Montell Jordan,41.1,10,pop
Mood,45,2,pop
Moon Boots,10.4,5,pop
Moon Holiday,54,2,pop
Moon Rocket,17.33333333,6,pop
Moon Taxi,11.52380952,42,pop
Moondog,20.65217391,46,pop
Moonstar88,57,2,pop
Morgan Evans,63,2,pop
Morgan Page,14,2,pop
Moris,37,2,pop
Morningsiders,56,2,pop
Morrissey,32.1875,64,pop
Mort Garson,44.47619048,21,pop
Morten Harket,49,2,pop
Mosaic MSC,63,2,pop
Mother Mother,61.76666667,60,pop
Motion City Soundtrack,52.5,8,pop
Motohiro Hata,60,2,pop
Mott The Hoople,33.91666667,24,pop
Mountain,29,52,pop
Mouse,0,2,pop
Movements,60,2,pop
Mr Eazi,35,4,pop
Mr Jones Machine,0.6666666667,6,pop
Mr Little Jeans,53,2,pop
Mr Twin Sister,54,2,pop
Mr. Cheeks,40.66666667,3,pop
Mr. Mister,45.16666667,12,pop
Mr. President,71,2,pop
Mr. Probz,49,7,pop
Mr. V,1.333333333,6,pop
Mr. Vegas,45.33333333,6,pop
Mr.C,0,18,pop
Mrs. GREEN APPLE,69,2,pop
Ms. Lauryn Hill,52.88,50,pop
Mukesh,10.03717472,269,pop
Mulatto,65.66666667,6,pop
Mulatu Astatke,32.92307692,52,pop
Mungo,9,2,pop
Mungo Jerry,42,8,pop
Murphy Elmore,61,2,pop
Murray Head,43.33333333,6,pop
Murs,52,2,pop
Muscadine Bloodline,65,2,pop
Musiq Soulchild,46.52,25,pop
Mustafa,0,4,pop
Mustard,72.06666667,15,pop
MxPx,42.5,4,pop
My Bloody Valentine,35.06896552,58,pop
My Chemical Romance,57.88571429,105,pop
Mya,57,2,pop
Mylène Farmer,55.5,4,pop
Myriam Hernandez,48,12,pop
Mystikal,42.61538462,26,pop
M|O|O|N,58,2,pop
Münchener Freiheit,59,2,pop
Müzeyyen Senar,0.1176470588,17,pop
Mýa,49.70588235,17,pop
Mœnia,60.4,10,pop
N-Trance,50,1,pop
N.O.R.E.,45.58333333,12,pop
NAV,72.04761905,21,pop
NEEDTOBREATHE,56.46153846,13,pop
NEIMY,76,2,pop
NEU!,24.75,16,pop
NF,65.62962963,81,pop
NGHTMRE,58.33333333,3,pop
NIKI,71,4,pop
NK,31,4,pop
NOFX,44.14705882,68,pop
NOTD,73,3,pop
NRBQ,32.8,10,pop
pop,50.4,10,pop
Nacho,0.75,16,pop
Nada Surf,47.5,4,pop
Najat Al Saghira,38.5,4,pop
Nakash Aziz,0,2,pop
Naked Eyes,37.91666667,24,pop
Namm Ronnadet,1,2,pop
Nana Mouskouri,34.36842105,19,pop
Nancy Sinatra,34.8625,80,pop
Nancy Whang,32,2,pop
Naomi,0,2,pop
Naomi Akimoto,29.5,4,pop
Naomi Scott,63.875,8,pop
Naomi Wild,71,2,pop
Napat Injaiuea,8,4,pop
Nas,49.62608696,115,pop
Naseem Akhtar,0,20,pop
Natalia Jiménez,35.5,4,pop
Natalia Kills,57,4,pop
Natalia Lafourcade,65.75,8,pop
Natalie Grant,48,2,pop
Natalie Imbruglia,65,6,pop
Natalie Major,36,4,pop
Natalie Merchant,41.86666667,30,pop
Natalino Otto,0.02702702703,74,pop
Natasha,0,2,pop
Natasha Bedingfield,61.53846154,13,pop
Natasha Mosley,65.66666667,6,pop
Natasja,56.5,4,pop
Nate Dogg,55.42105263,57,pop
Nate Kenyon,60,1,pop
NateWantsToBattle,66,2,pop
Nathan Sykes,62.8,5,pop
Natti Natasha,16.85,20,pop
Naughty Boy,63.5,2,pop
Naughty By Nature,49.23809524,21,pop
Nayer,58,4,pop
Nazia Hassan,37.33333333,9,pop
Nazir,0,2,pop
Nea,82,1,pop
Neck Deep,60.33333333,3,pop
Ned's Atomic Dustbin,32,4,pop
Neeti Mohan,13,1,pop
Neha Kakkar,0,15,pop
Neha Raj,0,2,pop
Neil Diamond,35.41,300,pop
Neil Sedaka,30.75,64,pop
Nek,57.66666667,6,pop
Neko Case,46,6,pop
Nella Colombo,0,2,pop
Nelly,50.40677966,59,pop
Nelly Furtado,57.14285714,28,pop
Nelson,46,4,pop
Nelson Ned,48,6,pop
Nelson Pinedo,24.07692308,26,pop
Nena,58.66666667,12,pop
Neneh Cherry,56,4,pop
Neon Hitch,61,2,pop
Neon Indian,49.5,4,pop
Neon Trees,63.66666667,12,pop
NerdOut,20.4,10,pop
Nesian N.I.N.E.,48,2,pop
Neutral Milk Hotel,44.27272727,44,pop
Never Shout Never,53.66666667,6,pop
New & Jiew,1,2,pop
New Boyz,52.16666667,6,pop
New Edition,37.25806452,62,pop
New Found Glory,46.63636364,22,pop
New Kids On The Block,38.20689655,58,pop
New Musik,35,2,pop
New Order,38.34567901,162,pop
New Politics,58,2,pop
New Radicals,54.75,8,pop
Neşe Karaböcek,38,2,pop
Nhu Quynh,40,2,pop
Niagara,49,4,pop
Niall Horan,72.76190476,21,pop
Nick & Simon,8,2,pop
Nick Heyward,27,2,pop
Nick Jonas,44.64285714,14,pop
Nick Lachey,45.5,4,pop
Nick Lowe,34.83333333,12,pop
Nicki Minaj,62.89361702,141,pop
Nicky Romero,26.85714286,7,pop
Nico,34.39534884,86,pop
Nico & Vinz,66.5,4,pop
Nico Collins,65,2,pop
Nico Fidenco,22,4,pop
Nicola Di Bari,43.66666667,12,pop
Nicole,45,1,pop
Nicole Croisille,33.83333333,6,pop
Nicole Scherzinger,53,7,pop
Nicole Wray,52,2,pop
Niels Geusebroek,25.5,8,pop
Niels-Henning Ørsted Pedersen,30.66666667,6,pop
Nielson,0,4,pop
Nigel Kennedy,45,12,pop
Nik Kershaw,48.33333333,6,pop
Nikos,0,6,pop
Nilla Pizzi,2.925,40,pop
Nina Sky,57.25,4,pop
Nindy Ellesse,32,2,pop
Nine Days,66,2,pop
Nino Bravo,51.16666667,12,pop
Nino Taranto,0,2,pop
Niomi,0,2,pop
Nipsey Hussle,59.36842105,19,pop
Nitzer Ebb,27.66666667,6,pop
Nivea,44.66666667,6,pop
No Doubt,43.60810811,74,pop
No Mercy,49.5,4,pop
No Secrets,35,2,pop
No Use For A Name,43.5,8,pop
No Vacation,60,8,pop
Noah And The Whale,41.5,8,pop
Noah Cyrus,61.8,10,pop
Noah Kahan,68,4,pop
Noah Neiman,0,4,pop
Noel Harrison,25,2,pop
Noel Schajris,62,1,pop
Noiseworks,57,2,pop
Noor Jehan,0.3504273504,117,pop
Nora Bumbiere,0,2,pop
Nora En Pure,34.5,4,pop
Norah Jones,56.94339623,53,pop
Norma Bruni,11,2,pop
Norma Jean,27,6,pop
Norma Jean Martine,72.5,4,pop
Normani,76.33333333,6,pop
Notis Sfakianakis,44,2,pop
Novastar,10,4,pop
Novo Amor,63.88888889,9,pop
Nu Shooz,43.5,4,pop
Nun,0,4,pop
Nuri Serinlendirici,0,2,pop
Nusrat Fateh Ali Khan,39.75,4,pop
Nut Meria,2,2,pop
O-Town,51,4,pop
O-Zone,56,2,pop
O.A.R.,56.25,8,pop
O.T. Genasis,61.33333333,3,pop
OG3NE,19,2,pop
OK Go,52.33333333,6,pop
OMC,66.5,4,pop
OMI,64,2,pop
ONEW,31,1,pop
ORANGE RANGE,56,2,pop
OV7,58.5,4,pop
Oasis,55.13513514,74,pop
Obie Bermudez,62,2,pop
Obie Trice,55.5,10,pop
Oblivion,0,4,pop
Ocean,34,2,pop
Ocean Colour Scene,35.5,4,pop
October,11.33333333,6,pop
Odyssey,40.875,16,pop
Of Monsters and Men,62.22222222,18,pop
Ofenbach,81,1,pop
Offset,67.5,26,pop
Ofra Haza,37.71428571,7,pop
Oh Wonder,65.42857143,14,pop
Ohio Express,33.5,4,pop
Oingo Boingo,32.48333333,120,pop
Okkervil River,42.66666667,6,pop
Old 97's,36,4,pop
Oleander,47,4,pop
Olga,0,2,pop
Olga Tañón,45,10,pop
Oliver Heldens,69,1,pop
Oliver N'Goma,35,2,pop
Oliver Nelson,24.57142857,21,pop
Olivia,65,4,pop
Olivia Holt,52,2,pop
Olivia Newton-John,41.28,50,pop
Olivia O'Brien,73.5,12,pop
Olivia Rodrigo,82.25,8,pop
Olle Adolphson,12,4,pop
Ollie MN,67,2,pop
Olly Murs,70.33333333,3,pop
Omar Apollo,62.66666667,3,pop
Omar Geles,57,2,pop
Omar LinX,62,1,pop
Omarion,51.6875,16,pop
Onda Vaselina,58.33333333,6,pop
One Direction,67.43820225,178,pop
OneRepublic,59.34042553,47,pop
Onyanko Club,31,2,pop
Ookay,36.6,5,pop
Orange & Lemons,63,2,pop
Orange Juice,38,16,pop
Orchestra Baobab,41.92307692,13,pop
Orchestral Manoeuvres In The Dark,41.625,64,pop
Orianthi,52,2,pop
Orion,11,1,pop
Orion.,0.5,8,pop
Orleans,41.88888889,18,pop
